ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,TARGET
5008876,F,N,N,2,341400.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21036,-2739,1,0,0,0,HR staff,4,0
5008877,F,N,N,0,153300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21936,365243,1,0,0,0,Sales staff,1,0
5008878,M,N,Y,0,303400.0,Working,Higher education,Married,House / apartment,-12787,-3224,1,0,0,0,Laborers,2,1
5008879,F,N,Y,0,165500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-19969,0,1,0,0,0,Security staff,2,0
5008880,F,Y,Y,0,211000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-21493,-538,1,0,0,1,Core staff,2,1
5008881,F,Y,N,0,98800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16103,365243,1,0,1,0,Cooking staff,2,0
5008882,F,Y,Y,0,504700.0,Pensioner,Higher education,Single / not married,With parents,-21458,365243,1,1,0,0,Security staff,2,1
5008883,M,N,Y,1,125300.0,Working,Incomplete higher,Civil marriage,House / apartment,-21320,-3307,1,0,0,0,HR staff,2,1
5008884,F,N,N,3,283400.0,Working,Secondary / secondary special,Married,House / apartment,-17919,-1863,1,0,0,0,Private service staff,5,0
5008885,M,N,N,3,375700.0,Working,Secondary / secondary special,Married,House / apartment,-20003,-2576,1,0,1,0,Security staff,5,1
5008886,M,N,Y,2,187600.0,Working,Higher education,Married,House / apartment,-14231,-3609,1,0,0,0,Realty agents,4,0
5008887,F,Y,Y,2,270400.0,Working,Secondary / secondary special,Married,Municipal apartment,-21353,-4796,1,0,0,0,Low-skill Laborers,3,1
5008888,F,N,Y,0,242900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21198,-4122,1,0,0,0,Sales staff,1,0
5008889,M,Y,N,0,256200.0,State servant,Higher education,Single / not married,With parents,-13653,-1393,1,1,0,0,Low-skill Laborers,2,1
5008890,F,N,Y,2,224500.0,Working,Higher education,Married,House / apartment,-16787,-4972,1,1,1,0,Low-skill Laborers,4,1
5008891,F,Y,Y,3,185100.0,Pensioner,Secondary / secondary special,Married,With parents,-8551,365243,1,1,0,0,Medicine staff,5,0
5008892,F,N,N,0,369200.0,Working,Higher education,Widow,House / apartment,-14533,-2028,1,0,0,0,High skill tech staff,1,1
5008893,M,N,N,1,321600.0,Pensioner,Higher education,Married,House / apartment,-11548,365243,1,0,1,0,Private service staff,3,0
5008894,M,N,Y,4,186500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20468,365243,1,1,1,0,Accountants,6,0
5008895,M,N,N,1,256600.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16457,0,1,0,0,0,Private service staff,2,0
5008896,M,N,Y,2,407700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10556,365243,1,0,0,0,High skill tech staff,4,0
5008897,M,N,N,3,240800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-23242,-1548,1,0,0,0,HR staff,5,0
5008898,M,Y,Y,1,207500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10108,365243,1,1,0,0,Cooking staff,2,0
5008899,M,Y,Y,0,84600.0,Commercial associate,Higher education,Married,House / apartment,-11667,-3649,1,0,1,0,Sales staff,2,0
5008900,M,Y,N,3,230300.0,Working,Secondary / secondary special,Married,Office apartment,-24696,-244,1,1,0,0,Cleaning staff,5,1
5008901,F,Y,Y,2,277900.0,Working,Secondary / secondary special,Widow,House / apartment,-17976,-3797,1,0,1,0,Low-skill Laborers,3,1
5008902,F,Y,Y,0,233000.0,Working,Higher education,Married,House / apartment,-21137,-1599,1,1,0,0,Private service staff,2,1
5008903,M,N,N,4,141500.0,State servant,Higher education,Single / not married,House / apartment,-24929,-3081,1,0,0,0,Waiters/barmen staff,6,0
5008904,F,N,Y,0,155600.0,Working,Secondary / secondary special,Married,House / apartment,-9422,-1370,1,1,1,0,Secretaries,2,1
5008905,M,Y,Y,3,298000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18924,-822,1,0,0,0,Accountants,5,0
5008906,M,N,Y,2,123800.0,Working,Secondary / secondary special,Married,House / apartment,-8860,0,1,1,0,0,Realty agents,3,0
5008907,F,N,N,0,237400.0,Working,Higher education,Married,House / apartment,-10494,-3935,1,1,0,1,Security staff,2,0
5008908,F,Y,N,2,271400.0,Working,Lower secondary,Single / not married,House / apartment,-20730,-2458,1,0,0,0,Cleaning staff,3,0
5008909,M,N,Y,0,242300.0,Working,Secondary / secondary special,Married,House / apartment,-22131,-2860,1,0,0,0,Private service staff,1,0
5008910,M,N,Y,3,142000.0,Working,Secondary / secondary special,Separated,House / apartment,-18364,-1143,1,0,0,0,Drivers,4,0
5008911,F,N,Y,1,101500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20557,-700,1,1,1,0,Cooking staff,3,0
5008912,F,N,N,0,126200.0,Working,Secondary / secondary special,Married,House / apartment,-13499,-4089,1,0,0,0,Realty agents,2,0
5008913,M,Y,N,4,246600.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-16172,365243,1,1,0,0,Realty agents,6,1
5008914,F,Y,Y,0,103600.0,Working,Secondary / secondary special,Separated,House / apartment,-11113,-933,1,0,1,0,Realty agents,2,0
5008915,M,N,Y,0,206600.0,Working,Higher education,Married,House / apartment,-23956,-883,1,0,0,0,HR staff,1,0
5008916,F,Y,Y,1,299700.0,Working,Secondary / secondary special,Widow,House / apartment,-19951,-3011,1,0,0,1,High skill tech staff,3,1
5008917,M,N,Y,0,308700.0,Commercial associate,Higher education,Married,With parents,-9088,-1029,1,0,0,0,IT staff,1,1
5008918,F,Y,Y,0,205100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8078,-2015,1,0,0,0,Waiters/barmen staff,1,1
5008919,F,N,Y,1,280000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-13685,365243,1,0,1,0,Cleaning staff,3,0
5008920,M,Y,Y,0,163500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8422,0,1,0,1,0,Medicine staff,2,1
5008921,F,N,Y,0,294400.0,Working,Higher education,Married,With parents,-8750,-3686,1,1,1,0,Cleaning staff,1,1
5008922,M,N,N,1,283100.0,State servant,Lower secondary,Married,House / apartment,-15453,-4301,1,0,0,0,Waiters/barmen staff,2,0
5008923,M,N,Y,0,213200.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-20627,-1247,1,0,0,0,Managers,2,1
5008924,F,Y,N,0,166900.0,Working,Higher education,Married,House / apartment,-21760,-2312,1,1,1,0,Cooking staff,2,1
5008925,F,N,N,0,205900.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8169,0,1,1,0,0,Private service staff,2,0
5008926,F,N,N,0,232800.0,Commercial associate,Higher education,Civil marriage,House / apartment,-23392,-2407,1,0,0,0,Low-skill Laborers,2,1
5008927,F,N,Y,1,92500.0,Working,Higher education,Married,House / apartment,-17839,-4438,1,0,0,0,Waiters/barmen staff,3,1
5008928,M,N,Y,0,323700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18924,-1622,1,0,1,0,Secretaries,1,1
5008929,M,N,Y,3,190800.0,Working,Secondary / secondary special,Married,With parents,-24661,-1188,1,0,0,0,Security staff,5,1
5008930,F,N,Y,0,279300.0,Working,Higher education,Single / not married,House / apartment,-23771,-3408,1,0,0,0,Secretaries,1,1
5008931,M,N,Y,0,192400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20958,-2011,1,0,1,0,Waiters/barmen staff,1,0
5008932,M,N,Y,2,276500.0,Working,Secondary / secondary special,Married,House / apartment,-12226,0,1,0,0,0,IT staff,4,1
5008933,F,N,Y,0,178900.0,Pensioner,Higher education,Married,House / apartment,-22633,365243,1,1,1,0,Cooking staff,2,0
5008934,F,Y,Y,1,368100.0,Pensioner,Lower secondary,Married,House / apartment,-24858,365243,1,0,0,0,IT staff,2,1
5008935,F,N,N,0,331900.0,Working,Secondary / secondary special,Married,House / apartment,-14761,-1533,1,1,0,0,Medicine staff,2,0
5008936,M,N,Y,3,219800.0,Working,Secondary / secondary special,Married,House / apartment,-17087,-799,1,0,1,0,Private service staff,4,0
5008937,M,Y,Y,0,130400.0,Working,Higher education,Separated,House / apartment,-10587,-3923,1,1,1,0,Security staff,1,1
5008938,F,N,Y,0,184700.0,Working,Secondary / secondary special,Married,Municipal apartment,-14278,-1321,1,0,1,0,Cooking staff,2,1
5008939,F,Y,N,1,246800.0,State servant,Higher education,Single / not married,House / apartment,-11667,-424,1,0,0,0,Medicine staff,2,1
5008940,M,N,N,0,333300.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20600,365243,1,0,0,0,Private service staff,2,0
5008941,M,N,Y,2,156000.0,Working,Higher education,Separated,House / apartment,-12704,-3105,1,1,1,0,Realty agents,4,1
5008942,M,Y,Y,2,283800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23278,-3071,1,0,1,0,Sales staff,4,0
5008943,F,Y,N,2,244100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11264,-3617,1,0,0,0,HR staff,3,1
5008944,F,N,Y,0,191900.0,Pensioner,Higher education,Married,House / apartment,-19650,365243,1,0,0,0,Sales staff,2,0
5008945,F,Y,Y,1,222500.0,Student,Secondary / secondary special,Married,House / apartment,-11564,-2983,1,0,1,1,Laborers,3,1
5008946,M,Y,Y,0,164300.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-19984,-1345,1,0,1,0,Cooking staff,1,0
5008947,F,N,Y,0,269700.0,Working,Incomplete higher,Civil marriage,House / apartment,-16907,-2399,1,0,0,0,Sales staff,2,0
5008948,F,Y,Y,0,235700.0,Working,Higher education,Widow,House / apartment,-21999,-293,1,0,0,0,Accountants,1,0
5008949,M,N,Y,0,183100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16603,-2595,1,0,1,1,Waiters/barmen staff,1,1
5008950,M,Y,Y,0,399800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-23954,-694,1,0,0,0,Cooking staff,2,1
5008951,F,Y,Y,2,276000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-14712,-1396,1,0,1,0,Managers,4,0
5008952,M,Y,Y,0,268800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-24437,-3209,1,1,1,0,Security staff,1,1
5008953,F,N,N,0,219700.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18589,0,1,0,1,0,Low-skill Laborers,2,1
5008954,F,N,Y,0,235700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20950,-254,1,0,0,0,Laborers,1,0
5008955,M,Y,Y,1,150600.0,Commercial associate,Higher education,Married,House / apartment,-8444,-3794,1,0,0,0,Security staff,2,1
5008956,F,N,Y,1,189500.0,Commercial associate,Incomplete higher,Married,Rented apartment,-8131,0,1,0,0,0,Drivers,2,0
5008957,F,N,N,0,296200.0,Commercial associate,Higher education,Married,House / apartment,-10154,-4340,1,0,0,0,Secretaries,1,0
5008958,M,N,N,1,290600.0,Commercial associate,Higher education,Married,House / apartment,-10209,-794,1,0,0,0,HR staff,2,1
5008959,F,Y,Y,2,151300.0,Working,Higher education,Single / not married,Rented apartment,-18776,-2183,1,0,0,0,Laborers,4,0
5008960,M,Y,Y,0,164300.0,Working,Secondary / secondary special,Married,Rented apartment,-16856,-1416,1,0,1,0,HR staff,1,1
5008961,M,N,Y,2,277000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14932,365243,1,0,1,0,Secretaries,4,1
5008962,F,N,N,3,279100.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9607,0,1,0,0,0,Cooking staff,4,1
5008963,F,N,Y,3,168200.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-23792,-2548,1,0,0,1,Security staff,4,0
5008964,M,N,Y,0,297500.0,Working,Secondary / secondary special,Widow,With parents,-13732,-3429,1,0,0,0,Sales staff,2,0
5008965,M,N,N,0,170100.0,Working,Lower secondary,Civil marriage,With parents,-8034,-2812,1,0,0,0,Cooking staff,2,0
5008966,F,N,Y,1,211000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-18296,365243,1,0,1,0,Realty agents,3,0
5008967,M,N,N,0,217200.0,State servant,Secondary / secondary special,Married,House / apartment,-22889,-2469,1,0,0,0,Medicine staff,1,1
5008968,F,N,Y,0,290800.0,Working,Higher education,Married,House / apartment,-17488,-2704,1,0,0,0,Cooking staff,1,1
5008969,F,Y,N,0,319000.0,Working,Secondary / secondary special,Married,House / apartment,-12973,-1267,1,1,1,0,IT staff,1,1
5008970,F,N,N,0,193700.0,Working,Higher education,Married,House / apartment,-12402,-2167,1,0,0,1,Waiters/barmen staff,2,1
5008971,M,Y,N,0,262700.0,Working,Lower secondary,Married,House / apartment,-17984,-1732,1,0,0,1,Low-skill Laborers,2,0
5008972,F,N,N,0,430800.0,Pensioner,Higher education,Widow,House / apartment,-20706,365243,1,0,0,0,IT staff,2,1
5008973,M,N,Y,2,341200.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-14923,0,1,0,0,0,High skill tech staff,4,0
5008974,M,N,N,0,154800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17858,-2315,1,0,1,0,Accountants,1,0
5008975,M,Y,N,0,226600.0,Working,Secondary / secondary special,Married,Rented apartment,-18525,-122,1,0,0,0,Core staff,2,0
5008976,M,N,Y,3,248100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18349,365243,1,0,1,0,Drivers,4,1
5008977,F,Y,Y,1,218000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-8384,365243,1,0,0,0,Waiters/barmen staff,3,0
5008978,F,Y,Y,0,231800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18036,365243,1,0,0,0,Cooking staff,2,0
5008979,F,N,N,0,283300.0,Working,Higher education,Widow,House / apartment,-9855,-2767,1,0,1,0,Waiters/barmen staff,2,1
5008980,F,Y,Y,1,316700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-24224,-88,1,0,1,0,Cooking staff,2,0
5008981,F,N,Y,1,306400.0,Working,Secondary / secondary special,Married,House / apartment,-16801,-4638,1,1,0,0,Private service staff,2,1
5008982,F,N,Y,2,286000.0,Working,Lower secondary,Married,House / apartment,-17258,-1364,1,0,1,0,Security staff,3,1
5008983,F,N,N,0,152100.0,Working,Higher education,Married,House / apartment,-20634,-1889,1,1,0,0,Low-skill Laborers,1,1
5008984,F,N,Y,1,280800.0,Working,Higher education,Single / not married,House / apartment,-8629,-1607,1,0,0,0,High skill tech staff,3,0
5008985,F,Y,Y,0,173500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-15472,-1126,1,0,1,0,Security staff,2,1
5008986,M,N,N,3,153500.0,Commercial associate,Higher education,Married,With parents,-22969,-1276,1,0,1,0,Private service staff,4,0
5008987,F,Y,N,0,192800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-23810,-5324,1,0,0,0,Medicine staff,1,1
5008988,M,N,Y,0,138300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-7856,365243,1,0,0,0,Managers,2,0
5008989,M,N,Y,1,178800.0,Commercial associate,Higher education,Civil marriage,House / apartment,-17116,-2483,1,0,0,0,Sales staff,3,1
5008990,F,N,Y,1,241400.0,Working,Secondary / secondary special,Separated,House / apartment,-13376,-2303,1,0,0,1,High skill tech staff,2,1
5008991,M,N,Y,1,317400.0,Working,Secondary / secondary special,Married,Co-op apartment,-11371,-2976,1,0,1,0,IT staff,2,1
5008992,M,N,Y,0,295000.0,Pensioner,Secondary / secondary special,Single / not married,With parents,-13965,365243,1,0,0,0,Low-skill Laborers,2,1
5008993,M,N,Y,2,110300.0,Working,Secondary / secondary special,Separated,Rented apartment,-19295,0,1,0,0,0,Accountants,3,0
5008994,F,N,N,1,211400.0,Working,Secondary / secondary special,Married,House / apartment,-9474,-1172,1,0,0,0,Managers,3,0
5008995,F,Y,N,0,195000.0,Pensioner,Higher education,Single / not married,House / apartment,-9551,365243,1,0,0,0,Laborers,2,0
5008996,F,Y,N,2,118300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16682,365243,1,0,0,0,Drivers,4,0
5008997,F,N,N,0,376200.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22196,365243,1,0,0,0,Secretaries,2,1
5008998,F,Y,Y,1,341300.0,Commercial associate,Higher education,Married,House / apartment,-19372,-3657,1,0,0,0,Accountants,3,1
5008999,F,N,Y,0,247000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11714,365243,1,0,0,0,Realty agents,1,0
5009000,F,N,N,0,311700.0,Commercial associate,Higher education,Single / not married,House / apartment,-24660,-677,1,0,0,0,Waiters/barmen staff,2,1
5009001,M,N,N,0,233400.0,Pensioner,Higher education,Married,House / apartment,-23033,365243,1,1,0,1,Realty agents,1,0
5009002,F,Y,Y,0,150900.0,Working,Secondary / secondary special,Widow,House / apartment,-10091,0,1,0,1,0,Medicine staff,2,0
5009003,M,Y,Y,0,130300.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12771,-1534,1,0,0,0,High skill tech staff,1,0
5009004,M,Y,N,0,243400.0,State servant,Higher education,Single / not married,House / apartment,-20949,-229,1,0,1,0,Drivers,2,0
5009005,F,Y,Y,1,419600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18194,-289,1,0,1,0,Drivers,3,0
5009006,M,Y,N,0,76500.0,Pensioner,Higher education,Married,Municipal apartment,-8585,365243,1,1,0,0,Waiters/barmen staff,2,0
5009007,F,N,Y,1,246200.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-14603,-2458,1,0,0,0,HR staff,3,1
5009008,F,Y,Y,0,226000.0,Working,Secondary / secondary special,Separated,House / apartment,-20004,-1850,1,0,1,1,Accountants,1,1
5009009,M,N,Y,0,259300.0,Working,Secondary / secondary special,Married,House / apartment,-10808,-6242,1,0,1,0,Sales staff,2,1
5009010,F,N,Y,0,222200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23481,-3276,1,0,0,0,Waiters/barmen staff,2,0
5009011,F,Y,N,1,452700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21452,-2725,1,0,0,0,Sales staff,3,1
5009012,F,N,Y,0,123000.0,Working,Secondary / secondary special,Married,House / apartment,-23664,-280,1,0,0,0,Drivers,2,0
5009013,M,Y,Y,3,187200.0,Commercial associate,Higher education,Married,House / apartment,-23757,-1783,1,0,1,0,Waiters/barmen staff,4,0
5009014,F,N,Y,1,210000.0,Working,Higher education,Married,House / apartment,-15070,-3877,1,0,1,0,Medicine staff,3,0
5009015,F,N,Y,3,137200.0,Pensioner,Incomplete higher,Single / not married,Municipal apartment,-11802,365243,1,0,0,0,Managers,5,0
5009016,F,N,Y,0,294200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16928,365243,1,0,0,1,Cleaning staff,1,0
5009017,M,Y,Y,1,195200.0,Commercial associate,Higher education,Married,House / apartment,-15717,-4181,1,0,1,1,Laborers,3,1
5009018,F,Y,Y,1,182600.0,Working,Higher education,Married,House / apartment,-20522,-1553,1,0,0,0,Managers,3,1
